measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,376,Northern Mariana Islands,1,Male,22,All Ages,972,Headache disorders,3,Rate,2019,30214.82208455525,33515.14225118107,27143.480856268503
5,Prevalence,376,Northern Mariana Islands,2,Female,22,All Ages,972,Headache disorders,3,Rate,2019,36611.05013398899,39846.97114026039,33160.24077687937
5,Prevalence,376,Northern Mariana Islands,3,Both,22,All Ages,972,Headache disorders,3,Rate,2019,33307.35518333037,36489.12181277114,30157.029062171227
5,Prevalence,189,United Republic of Tanzania,1,Male,22,All Ages,654,Dermatitis,1,Number,2019,732618.698132911,790811.9634201591,680655.8875271605
5,Prevalence,189,United Republic of Tanzania,2,Female,22,All Ages,654,Dermatitis,1,Number,2019,869195.4955427347,934221.3631878935,804903.8894186919
5,Prevalence,189,United Republic of Tanzania,3,Both,22,All Ages,654,Dermatitis,1,Number,2019,1601814.1936756454,1712438.5539795833,1492776.2479584375
5,Prevalence,189,United Republic of Tanzania,1,Male,22,All Ages,654,Dermatitis,2,Percent,2019,0.02782327517557669,0.030036609147945665,0.025854158196943658
5,Prevalence,189,United Republic of Tanzania,2,Female,22,All Ages,654,Dermatitis,2,Percent,2019,0.03067439040474848,0.032935001044986985,0.0284516203831475
5,Prevalence,189,United Republic of Tanzania,3,Both,22,All Ages,654,Dermatitis,2,Percent,2019,0.029301071606970683,0.03135764590846125,0.027301737121482934
5,Prevalence,189,United Republic of Tanzania,1,Male,22,All Ages,654,Dermatitis,3,Rate,2019,2655.6938221434666,2866.6405199380447,2467.332106207754
5,Prevalence,189,United Republic of Tanzania,2,Female,22,All Ages,654,Dermatitis,3,Rate,2019,2981.864032806135,3204.9419214139666,2761.30510343327
5,Prevalence,189,United Republic of Tanzania,3,Both,22,All Ages,654,Dermatitis,3,Rate,2019,2823.270787443486,3018.2512827211876,2631.086420441567
5,Prevalence,40,Turkmenistan,1,Male,22,All Ages,567,Depressive disorders,1,Number,2019,57713.09404246438,67764.69111122315,49403.25049067603
5,Prevalence,40,Turkmenistan,2,Female,22,All Ages,567,Depressive disorders,1,Number,2019,90369.06599841168,105453.03995684699,78155.02275623695
5,Prevalence,40,Turkmenistan,3,Both,22,All Ages,567,Depressive disorders,1,Number,2019,148082.16004087598,172396.49289808422,127760.88208311734
5,Prevalence,40,Turkmenistan,1,Male,22,All Ages,567,Depressive disorders,2,Percent,2019,0.02417284251175281,0.02841266750121547,0.020633019846651657
5,Prevalence,40,Turkmenistan,2,Female,22,All Ages,567,Depressive disorders,2,Percent,2019,0.03813974435452689,0.044587611339919835,0.032888277300238807
5,Prevalence,40,Turkmenistan,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2019,0.031129602788205115,0.03617470540443935,0.026818898951958464
5,Prevalence,40,Turkmenistan,1,Male,22,All Ages,567,Depressive disorders,3,Rate,2019,2223.2224409958976,2610.4298250718666,1903.1108446238923
5,Prevalence,40,Turkmenistan,2,Female,22,All Ages,567,Depressive disorders,3,Rate,2019,3633.4247188634317,4239.898662505102,3142.3406720927755
5,Prevalence,40,Turkmenistan,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2019,2913.2367110792848,3391.5752703322546,2513.453962460226
5,Prevalence,40,Turkmenistan,1,Male,22,All Ages,570,Bipolar disorder,1,Number,2019,12653.68413662619,16268.246483118337,9767.81427748515
5,Prevalence,40,Turkmenistan,2,Female,22,All Ages,570,Bipolar disorder,1,Number,2019,13140.560676714726,16700.279134975724,10304.728295596997
5,Prevalence,40,Turkmenistan,3,Both,22,All Ages,570,Bipolar disorder,1,Number,2019,25794.2448133409,32891.3032914614,20223.92331038726
5,Prevalence,40,Turkmenistan,1,Male,22,All Ages,570,Bipolar disorder,2,Percent,2019,0.005300029586625481,0.006801345832200406,0.004087595802250421
5,Prevalence,40,Turkmenistan,2,Female,22,All Ages,570,Bipolar disorder,2,Percent,2019,0.005546031631477192,0.007056874395650689,0.004354534516528726
5,Prevalence,40,Turkmenistan,3,Both,22,All Ages,570,Bipolar disorder,2,Percent,2019,0.005422537098807121,0.006911283172969676,0.004230068717292192
5,Prevalence,40,Turkmenistan,1,Male,22,All Ages,570,Bipolar disorder,3,Rate,2019,487.44492043906183,626.6850054912925,376.2755101157253
5,Prevalence,40,Turkmenistan,2,Female,22,All Ages,570,Bipolar disorder,3,Rate,2019,528.3360788894204,671.4599332254523,414.3171570573898
5,Prevalence,40,Turkmenistan,3,Both,22,All Ages,570,Bipolar disorder,3,Rate,2019,507.4530308313204,647.0742471441426,397.8674798747469
5,Prevalence,40,Turkmenistan,1,Male,22,All Ages,571,Anxiety disorders,1,Number,2019,45552.45906373977,57412.480690249846,35455.13257726496
5,Prevalence,40,Turkmenistan,2,Female,22,All Ages,571,Anxiety disorders,1,Number,2019,71508.3868229102,90333.62993382094,56288.10302749079
5,Prevalence,40,Turkmenistan,3,Both,22,All Ages,571,Anxiety disorders,1,Number,2019,117060.84588664988,147081.91081968506,92222.36450300922
5,Prevalence,40,Turkmenistan,1,Male,22,All Ages,571,Anxiety disorders,2,Percent,2019,0.019079377545369466,0.02404239265390504,0.014829226773895905
5,Prevalence,40,Turkmenistan,2,Female,22,All Ages,571,Anxiety disorders,2,Percent,2019,0.030179561473392923,0.03825282597985934,0.02378321895366986
5,Prevalence,40,Turkmenistan,3,Both,22,All Ages,571,Anxiety disorders,2,Percent,2019,0.024608228777361824,0.030913319837007302,0.0193957335292698
5,Prevalence,40,Turkmenistan,1,Male,22,All Ages,571,Anxiety disorders,3,Rate,2019,1754.770748533044,2211.642220565944,1365.8017769115315
5,Prevalence,40,Turkmenistan,2,Female,22,All Ages,571,Anxiety disorders,3,Rate,2019,2875.1026406865435,3631.9999583925696,2263.148154276721
5,Prevalence,40,Turkmenistan,3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2019,2302.950967036458,2893.558697531958,1814.3007758567285
5,Prevalence,211,Mali,1,Male,22,All Ages,626,Musculoskeletal disorders,1,Number,2019,781529.2398931405,846496.4631856657,720312.128700621
5,Prevalence,211,Mali,2,Female,22,All Ages,626,Musculoskeletal disorders,1,Number,2019,862641.3591799197,933821.302650732,801571.5354457267
5,Prevalence,211,Mali,3,Both,22,All Ages,626,Musculoskeletal disorders,1,Number,2019,1644170.5990730606,1776235.8881527379,1526909.263306716
5,Prevalence,211,Mali,1,Male,22,All Ages,626,Musculoskeletal disorders,2,Percent,2019,0.07416668253306224,0.08044386696601794,0.0682533402211303
5,Prevalence,211,Mali,2,Female,22,All Ages,626,Musculoskeletal disorders,2,Percent,2019,0.0799221639630183,0.08651625224462789,0.07432251051171647
5,Prevalence,211,Mali,3,Both,22,All Ages,626,Musculoskeletal disorders,2,Percent,2019,0.07707886590280648,0.08332518207251201,0.0714269255021827
5,Prevalence,211,Mali,1,Male,22,All Ages,626,Musculoskeletal disorders,3,Rate,2019,7177.398346399237,7774.043509788999,6615.1934150717725
5,Prevalence,211,Mali,2,Female,22,All Ages,626,Musculoskeletal disorders,3,Rate,2019,7821.777116280157,8467.182819418944,7268.042305520004
5,Prevalence,211,Mali,3,Both,22,All Ages,626,Musculoskeletal disorders,3,Rate,2019,7501.645149137675,8104.202411597276,6966.63197524384
5,Prevalence,25,Micronesia (Federated States of),1,Male,22,All Ages,567,Depressive disorders,1,Number,2019,1233.14580501676,1438.6228395543685,1055.2049149043867
5,Prevalence,25,Micronesia (Federated States of),2,Female,22,All Ages,567,Depressive disorders,1,Number,2019,1581.4202116220847,1857.8048297302628,1348.6422385459884
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All Ages,567,Depressive disorders,1,Number,2019,2814.5660166388443,3278.6625125611477,2418.3847851061787
5,Prevalence,25,Micronesia (Federated States of),1,Male,22,All Ages,567,Depressive disorders,2,Percent,2019,0.02501702232308514,0.029161051556869173,0.021497322134684322
5,Prevalence,25,Micronesia (Federated States of),2,Female,22,All Ages,567,Depressive disorders,2,Percent,2019,0.03246060217333019,0.03812678793654487,0.027685070473145317
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All Ages,567,Depressive disorders,2,Percent,2019,0.028716929288679516,0.03341309029367518,0.024698178513046717
5,Prevalence,25,Micronesia (Federated States of),1,Male,22,All Ages,567,Depressive disorders,3,Rate,2019,2371.633751932902,2766.8151395465525,2029.4109433058618
5,Prevalence,25,Micronesia (Federated States of),2,Female,22,All Ages,567,Depressive disorders,3,Rate,2019,3155.269218986175,3706.7152367549065,2690.827720194633
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All Ages,567,Depressive disorders,3,Rate,2019,2756.2546195147243,3210.7360931147036,2368.281360716915
5,Prevalence,25,Micronesia (Federated States of),1,Male,22,All Ages,570,Bipolar disorder,1,Number,2019,131.55198022987068,166.3941426479668,101.14433477271481
5,Prevalence,25,Micronesia (Federated States of),2,Female,22,All Ages,570,Bipolar disorder,1,Number,2019,132.00335331511045,170.85680107811257,102.00856308038587
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All Ages,570,Bipolar disorder,1,Number,2019,263.55533354498107,335.5949559143684,202.4646905427023
5,Prevalence,25,Micronesia (Federated States of),1,Male,22,All Ages,570,Bipolar disorder,2,Percent,2019,0.0026688254243225113,0.0033729923836752283,0.002047872701056859
5,Prevalence,25,Micronesia (Federated States of),2,Female,22,All Ages,570,Bipolar disorder,2,Percent,2019,0.0027095563377259983,0.003505046673508711,0.0020873152343944177
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All Ages,570,Bipolar disorder,2,Percent,2019,0.0026890614364900277,0.0034468294603356075,0.0020727009803526023
5,Prevalence,25,Micronesia (Federated States of),1,Male,22,All Ages,570,Bipolar disorder,3,Rate,2019,253.0058612513634,320.01565688535317,194.52470031352934
5,Prevalence,25,Micronesia (Federated States of),2,Female,22,All Ages,570,Bipolar disorder,3,Rate,2019,263.3747276385879,340.89560847540383,203.52875016717425
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All Ages,570,Bipolar disorder,3,Rate,2019,258.0950673342514,328.6421928128855,198.27008330874364
5,Prevalence,25,Micronesia (Federated States of),1,Male,22,All Ages,571,Anxiety disorders,1,Number,2019,1580.0390089539756,2022.961703612259,1219.4320198792277
5,Prevalence,25,Micronesia (Federated States of),2,Female,22,All Ages,571,Anxiety disorders,1,Number,2019,2528.469931901846,3133.200454651911,1990.0260193136291
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All Ages,571,Anxiety disorders,1,Number,2019,4108.5089408558215,5171.1209838539335,3229.52222623808
5,Prevalence,25,Micronesia (Federated States of),1,Male,22,All Ages,571,Anxiety disorders,2,Percent,2019,0.03205363963612148,0.041026109181066014,0.02478648371979808
5,Prevalence,25,Micronesia (Federated States of),2,Female,22,All Ages,571,Anxiety disorders,2,Percent,2019,0.05189937841098308,0.06440855151952464,0.040887387784849745
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All Ages,571,Anxiety disorders,2,Percent,2019,0.04191823282030967,0.05281076794586475,0.03294006141888033
5,Prevalence,25,Micronesia (Federated States of),1,Male,22,All Ages,571,Anxiety disorders,3,Rate,2019,3038.7921912891165,3890.638264863829,2345.2588694440583
5,Prevalence,25,Micronesia (Federated States of),2,Female,22,All Ages,571,Anxiety disorders,3,Rate,2019,5044.8345661896,6251.400405042479,3970.5245940175223
5,Prevalence,25,Micronesia (Federated States of),3,Both,22,All Ages,571,Anxiety disorders,3,Rate,2019,4023.3899935573886,5063.987135337398,3162.6138815973563
5,Prevalence,435,South Sudan,1,Male,22,All Ages,654,Dermatitis,1,Number,2018,98581.48857616085,106554.2051389634,90651.99218613077
5,Prevalence,435,South Sudan,2,Female,22,All Ages,654,Dermatitis,1,Number,2018,112232.05927464647,121757.4635605199,103530.7176626691
5,Prevalence,435,South Sudan,3,Both,22,All Ages,654,Dermatitis,1,Number,2018,210813.5478508073,226939.20638361224,194895.0404387744
5,Prevalence,435,South Sudan,1,Male,22,All Ages,654,Dermatitis,2,Percent,2018,0.022566443877987525,0.02446267509967663,0.02078269167464749
5,Prevalence,435,South Sudan,2,Female,22,All Ages,654,Dermatitis,2,Percent,2018,0.025495233521146774,0.027653719177115246,0.023483598262010078
5,Prevalence,435,South Sudan,3,Both,22,All Ages,654,Dermatitis,2,Percent,2018,0.02403639819169264,0.025848988529566585,0.022211585085620177
5,Prevalence,435,South Sudan,1,Male,22,All Ages,654,Dermatitis,3,Rate,2018,2171.6883941600086,2347.3223420688914,1997.0065595632618
5,Prevalence,435,South Sudan,2,Female,22,All Ages,654,Dermatitis,3,Rate,2018,2491.405202124137,2702.8567422949022,2298.2467775380806
5,Prevalence,435,South Sudan,3,Both,22,All Ages,654,Dermatitis,3,Rate,2018,2330.9348009411992,2509.233866847582,2154.926174911115
5,Prevalence,209,Guinea-Bissau,1,Male,22,All Ages,654,Dermatitis,1,Number,2018,20413.872633466646,22279.673774515908,18675.027980847513
5,Prevalence,209,Guinea-Bissau,2,Female,22,All Ages,654,Dermatitis,1,Number,2018,25621.99844726483,27874.98332835975,23601.77828464264
5,Prevalence,209,Guinea-Bissau,3,Both,22,All Ages,654,Dermatitis,1,Number,2018,46035.87108073146,49821.25252737198,42504.39360566949
5,Prevalence,209,Guinea-Bissau,1,Male,22,All Ages,654,Dermatitis,2,Percent,2018,0.02330222812102632,0.025417469945422586,0.021347144700228384
5,Prevalence,209,Guinea-Bissau,2,Female,22,All Ages,654,Dermatitis,2,Percent,2018,0.027344409872029483,0.029682006642913917,0.025209079406561245
5,Prevalence,209,Guinea-Bissau,3,Both,22,All Ages,654,Dermatitis,2,Percent,2018,0.02539125500000874,0.027500226632470183,0.023451212164089328
5,Prevalence,209,Guinea-Bissau,1,Male,22,All Ages,654,Dermatitis,3,Rate,2018,2254.848831084332,2460.9390520565935,2062.7818037841002
5,Prevalence,209,Guinea-Bissau,2,Female,22,All Ages,654,Dermatitis,3,Rate,2018,2679.646868781697,2915.272668793523,2468.364495778584
5,Prevalence,209,Guinea-Bissau,3,Both,22,All Ages,654,Dermatitis,3,Rate,2018,2473.0485651728395,2676.399385641283,2283.3374747206444
5,Prevalence,110,Dominica,1,Male,22,All Ages,626,Musculoskeletal disorders,1,Number,2018,5981.997956229624,6391.341403059652,5604.285809568628
5,Prevalence,110,Dominica,2,Female,22,All Ages,626,Musculoskeletal disorders,1,Number,2018,7192.712596861143,7612.364578730293,6796.435746401261
5,Prevalence,110,Dominica,3,Both,22,All Ages,626,Musculoskeletal disorders,1,Number,2018,13174.71055309077,13979.67473112803,12419.055458568799
5,Prevalence,110,Dominica,1,Male,22,All Ages,626,Musculoskeletal disorders,2,Percent,2018,0.17859385859473345,0.19045639278670076,0.16689528822324118
5,Prevalence,110,Dominica,2,Female,22,All Ages,626,Musculoskeletal disorders,2,Percent,2018,0.22001587352667146,0.2324562599306997,0.20783705196072347
5,Prevalence,110,Dominica,3,Both,22,All Ages,626,Musculoskeletal disorders,2,Percent,2018,0.19905325775833188,0.21123167587469943,0.1876629225647765
5,Prevalence,110,Dominica,1,Male,22,All Ages,626,Musculoskeletal disorders,3,Rate,2018,17042.5988417282,18208.810566282435,15966.50409206555
5,Prevalence,110,Dominica,2,Female,22,All Ages,626,Musculoskeletal disorders,3,Rate,2018,21350.82431620358,22596.51787314411,20174.517422134202
5,Prevalence,110,Dominica,3,Both,22,All Ages,626,Musculoskeletal disorders,3,Rate,2018,19152.493243968373,20322.69511818551,18053.97354334337
5,Prevalence,133,Venezuela (Bolivarian Republic of),1,Male,22,All Ages,626,Musculoskeletal disorders,1,Number,2019,2227392.757428231,2401457.9178120815,2068110.6124876933
5,Prevalence,133,Venezuela (Bolivarian Republic of),2,Female,22,All Ages,626,Musculoskeletal disorders,1,Number,2019,3250295.5048408676,3458039.6365919737,3054417.980740072
5,Prevalence,133,Venezuela (Bolivarian Republic of),3,Both,22,All Ages,626,Musculoskeletal disorders,1,Number,2019,5477688.262269099,5838317.512539678,5136475.812983601
5,Prevalence,133,Venezuela (Bolivarian Republic of),1,Male,22,All Ages,626,Musculoskeletal disorders,2,Percent,2019,0.17071704811014576,0.18400216877327388,0.1585856159966281
5,Prevalence,133,Venezuela (Bolivarian Republic of),2,Female,22,All Ages,626,Musculoskeletal disorders,2,Percent,2019,0.23356101596807177,0.2484780819653558,0.21930707484167858
5,Prevalence,133,Venezuela (Bolivarian Republic of),3,Both,22,All Ages,626,Musculoskeletal disorders,2,Percent,2019,0.20315145469119944,0.21632187136959855,0.1904136179428338
5,Prevalence,133,Venezuela (Bolivarian Republic of),1,Male,22,All Ages,626,Musculoskeletal disorders,3,Rate,2019,16170.319656758602,17433.98960231489,15013.970741322371
5,Prevalence,133,Venezuela (Bolivarian Republic of),2,Female,22,All Ages,626,Musculoskeletal disorders,3,Rate,2019,22738.22603337611,24191.550205848675,21367.91757642859
5,Prevalence,133,Venezuela (Bolivarian Republic of),3,Both,22,All Ages,626,Musculoskeletal disorders,3,Rate,2019,19515.091517266806,20799.887673212765,18299.470646597012
5,Prevalence,207,Ghana,1,Male,22,All Ages,972,Headache disorders,1,Number,2018,4338071.287557852,4819323.894847708,3863590.7155279587
5,Prevalence,207,Ghana,2,Female,22,All Ages,972,Headache disorders,1,Number,2018,5415230.314010058,5945327.739176455,4875022.0941568045
5,Prevalence,207,Ghana,3,Both,22,All Ages,972,Headache disorders,1,Number,2018,9753301.601567911,10732511.178672215,8785749.215719264
5,Prevalence,207,Ghana,1,Male,22,All Ages,972,Headache disorders,2,Percent,2018,0.30021712069490947,0.3335294403197175,0.2676770401439708
5,Prevalence,207,Ghana,2,Female,22,All Ages,972,Headache disorders,2,Percent,2018,0.3488014725126062,0.3824428657603962,0.31437634590440205
5,Prevalence,207,Ghana,3,Both,22,All Ages,972,Headache disorders,2,Percent,2018,0.3253811955127877,0.3580122788365099,0.29325381031640546
5,Prevalence,207,Ghana,1,Male,22,All Ages,972,Headache disorders,3,Rate,2018,28969.99385368123,32183.838014159242,25801.373896968755
5,Prevalence,207,Ghana,2,Female,22,All Ages,972,Headache disorders,3,Rate,2018,34157.56052651396,37501.247467810834,30750.097889362747
5,Prevalence,207,Ghana,3,Both,22,All Ages,972,Headache disorders,3,Rate,2018,31637.7606250384,34814.12074059054,28499.21410754495
5,Prevalence,45,Bulgaria,1,Male,22,All Ages,567,Depressive disorders,1,Number,2019,79661.00035957743,94220.70235423182,68548.93263159847
5,Prevalence,45,Bulgaria,2,Female,22,All Ages,567,Depressive disorders,1,Number,2019,169215.48561861174,193875.94680755463,147277.10545772593
5,Prevalence,45,Bulgaria,3,Both,22,All Ages,567,Depressive disorders,1,Number,2019,248876.4859781891,285753.50091125525,217279.30966787733
5,Prevalence,45,Bulgaria,1,Male,22,All Ages,567,Depressive disorders,2,Percent,2019,0.0249093325884561,0.029522572974196696,0.021389274003891942
5,Prevalence,45,Bulgaria,2,Female,22,All Ages,567,Depressive disorders,2,Percent,2019,0.04861059998532066,0.05571214092818999,0.042286315282263565
5,Prevalence,45,Bulgaria,3,Both,22,All Ages,567,Depressive disorders,2,Percent,2019,0.037262010424668646,0.042856703809172655,0.032524336417478796
5,Prevalence,45,Bulgaria,1,Male,22,All Ages,567,Depressive disorders,3,Rate,2019,2366.2957259519962,2798.78540654315,2036.2165372333427
5,Prevalence,45,Bulgaria,2,Female,22,All Ages,567,Depressive disorders,3,Rate,2019,4742.401467183027,5433.530927919508,4127.560538870491
5,Prevalence,45,Bulgaria,3,Both,22,All Ages,567,Depressive disorders,3,Rate,2019,3588.8963009418558,4120.677284440061,3133.2526561251107
5,Prevalence,78,Denmark,1,Male,22,All Ages,972,Headache disorders,1,Number,2019,1084569.555459577,1196955.5050548615,978723.337244225
5,Prevalence,78,Denmark,2,Female,22,All Ages,972,Headache disorders,1,Number,2019,1351963.6309834085,1457104.6688790754,1236599.4147826412
5,Prevalence,78,Denmark,3,Both,22,All Ages,972,Headache disorders,1,Number,2019,2436533.1864429857,2651688.4211756666,2218825.474699763
5,Prevalence,78,Denmark,1,Male,22,All Ages,972,Headache disorders,2,Percent,2019,0.4085203016212588,0.44935733327617683,0.36898702941668976
5,Prevalence,78,Denmark,2,Female,22,All Ages,972,Headache disorders,2,Percent,2019,0.48232085457743823,0.5191031112593714,0.4421846102737642
5,Prevalence,78,Denmark,3,Both,22,All Ages,972,Headache disorders,2,Percent,2019,0.4464237515989397,0.484524779701142,0.4073737568066923
5,Prevalence,78,Denmark,1,Male,22,All Ages,972,Headache disorders,3,Rate,2019,37547.65982447557,41438.4470803158,33883.27723577827
5,Prevalence,78,Denmark,2,Female,22,All Ages,972,Headache disorders,3,Rate,2019,46391.97030856602,49999.833565005545,42433.30369209499
5,Prevalence,78,Denmark,3,Both,22,All Ages,972,Headache disorders,3,Rate,2019,41989.40410444053,45697.229693126676,38237.59102185968
5,Prevalence,154,Tunisia,1,Male,22,All Ages,626,Musculoskeletal disorders,1,Number,2019,1016285.7104099818,1084502.1603223258,949882.4204030795
5,Prevalence,154,Tunisia,2,Female,22,All Ages,626,Musculoskeletal disorders,1,Number,2019,1265374.416049954,1348817.7035640033,1186212.5450312754
5,Prevalence,154,Tunisia,3,Both,22,All Ages,626,Musculoskeletal disorders,1,Number,2019,2281660.1264599357,2427524.944227009,2138328.3887353754
