Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Labor force, female (% of total labor force),SL.TLF.TOTL.FE.ZS,Croatia,HRV,44.3533409519197,44.5314055148836,44.8499719648626,44.7438268951779,45.0464601849933,45.4471822728395,45.8825396577607,44.7596928604142,45.1402193169308,46.0862321338985,45.9619314410549,45.0887597308366,45.4173449915367,45.9373800509456,46.4430656581972,46.5000198683391,46.3002947819762,46.1662124203605,46.4536851576886,46.1608413705548,..
Labor force, female (% of total labor force),SL.TLF.TOTL.FE.ZS,Cuba,CUB,34.5583641426951,34.7948061335578,35.0277149532394,35.4350208796988,35.9048251346994,36.7626210928332,37.6760614921286,38.3691661491706,38.5435362430194,38.7407039575945,38.7077919609887,38.8172082320134,38.9440081197538,39.0396348782225,39.0126687148872,39.1507982960662,39.033999353885,38.9879300865231,38.9620856182274,38.8476777003823,..
Labor force, female (% of total labor force),SL.TLF.TOTL.FE.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Labor force, female (% of total labor force),SL.TLF.TOTL.FE.ZS,Cyprus,CYP,40.7303250905775,41.7969564311028,42.1773057103796,42.3823397987387,42.0962091338979,41.8392929864144,42.5163477384061,43.3308156132782,43.9111221111458,44.6791737543862,45.3442194153341,45.3358584909849,45.0591590419121,45.1773777101829,45.9578718956324,46.4255394498844,46.1869570768412,46.1963040600357,46.0168250944494,45.84614611439,..
Labor force, female (% of total labor force),SL.TLF.TOTL.FE.ZS,Czech Republic,CZE,44.5467898666584,44.4798318654752,44.2877143884463,44.565679682733,44.3620187015965,44.1564869103631,44.0989205522358,43.7077051675982,43.4173791081167,43.3964356007123,43.2763352574357,43.5145567209833,43.7452537788554,44.0332788979723,43.9540455172574,44.208165745374,44.3679268043724,44.5248558876423,44.7013108334343,44.6783985979903,..
Labor force, female (% of total labor force),SL.TLF.TOTL.FE.ZS,Denmark,DNK,46.5117001944997,46.5732041939361,46.4368319492328,46.3104832739656,46.5418159248522,46.7219825751096,46.9219805703627,46.94535440631,46.7890746448226,47.0171374538768,47.0163469355983,47.1121329629909,47.3219487614168,47.5091114239082,47.1470138408413,46.8721093823564,47.3108367342556,47.2764683269184,47.1640303748032,47.0784786818629,..
Labor force, female (% of total labor force),SL.TLF.TOTL.FE.ZS,Djibouti,DJI,37.4437946225125,37.7035571071728,38.0793190872872,38.4739402658238,38.7412592261317,38.8271422906011,38.8972027167031,38.8223365144553,38.7115114249077,38.6778422471655,38.7734074787838,38.8077996958209,38.9177353421936,39.0778966809713,39.2712076757542,39.4754392180564,39.4872135740892,39.5866378997116,39.7525099229512,39.8836875532174,..
Labor force, female (% of total labor force),SL.TLF.TOTL.FE.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Labor force, female (% of total labor force),SL.TLF.TOTL.FE.ZS,Dominican Republic,DOM,34.1278835959493,33.9906029299826,35.0162440630217,34.6287062090068,34.1988130778671,34.942103480003,35.3946630711545,35.0524135377667,36.2999144295897,35.132288793526,36.6326958907475,37.6357223067803,38.0093686592067,38.1987368550086,38.5025877374726,39.1652283775777,39.5690883146031,39.7560356138571,39.9386054542487,40.8649067223891,..
Labor force, female (% of total labor force),SL.TLF.TOTL.FE.ZS,Ecuador,ECU,38.3153198244139,38.0982384424583,37.8882209427386,37.6783431896589,39.181780817112,38.8146388601949,38.9643849994866,39.0166731804783,39.1081043308041,39.0414654669201,38.5996367783507,38.4013239747757,38.9957900150011,38.7050504432093,38.0919907720039,39.5025677277849,41.0273057995917,41.2308151317488,40.8300405935874,40.9858919840947,..
"Labor force, female (% of total labor force),SL.TLF.TOTL.FE.ZS,""Egypt, Arab Rep."",EGY,21.6649972266909,22.0963235628908,20.9508697263027,21.1644886899913,21.4277959770338,21.7343466984706,22.1084461919935,23.6374154876247,22.3800341717535,23.2798255464444,22.9805449458082,22.4757925535818,22.7586449860858,23.4060862178207,23.720090413051,23.4014250041476,23.8380822835585,23.5004423760552,20.5612367676623,20.5740304683931,.."
Labor force, female (% of total labor force),SL.TLF.TOTL.FE.ZS,El Salvador,SLV,39.4738679424768,39.6783850937083,39.9211068835395,40.3601317729161,39.8794314187787,40.3003516815502,40.7142880394005,40.7082398090931,40.927721104842,41.1236817860033,41.7088860670255,41.6058029483124,42.0073858738695,42.6564866158658,42.2592535363188,41.8919562711405,42.2025124738917,41.8715633116143,41.8620263926045,41.9880104594032,..
Labor force, female (% of total labor force),SL.TLF.TOTL.FE.ZS,Equatorial Guinea,GNQ,40.5929470606485,40.4005002879355,40.1900757299466,39.9210582114139,39.5938733153743,39.2109188762303,38.9904313048442,38.7318059165657,38.4155983774087,38.0808417795702,37.7623216212975,37.5773698773278,37.4317349931449,37.2659203256761,37.0952420477916,36.9428442893666,36.8701879048943,36.8292722806071,36.7804408092645,36.7187809745331,..
Labor force, female (% of total labor force),SL.TLF.TOTL.FE.ZS,Eritrea,ERI,45.3449116429736,45.7567459605287,46.1162232219463,46.4300612057751,46.7327432147222,47.0219780639591,46.9915456140014,46.9717018960875,46.8960647600628,46.8403002171274,46.7609429239356,46.5642162013068,46.3728600492912,46.155110445206,46.054310654527,45.8454741987029,45.8990098180424,45.8792440875558,45.9204373279104,45.9763044284401,..
Labor force, female (% of total labor force),SL.TLF.TOTL.FE.ZS,Estonia,EST,48.5524047584348,48.6830443548688,48.7508190661805,48.3560469587053,49.141679309628,49.6493761492671,49.139888990954,48.528612716763,48.6229908017878,48.8410485737208,49.3544373568117,49.2773599939513,49.0239844340015,48.9701730626298,48.3683954372174,48.711902839672,48.3903957378318,48.265184608345,48.2766926326945,48.4596456133571,..
Labor force, female (% of total labor force),SL.TLF.TOTL.FE.ZS,Eswatini,SWZ,46.4360457111386,46.6281004030186,46.8854418062802,47.1798651994407,47.5322486507047,47.9824747137482,48.2383696941565,48.4886461113609,48.7078355891431,48.9038685890037,49.0834589997775,49.1518900343643,49.1518468677774,49.060967877332,48.8395912449889,48.5553167702583,48.5283953135269,48.3755123789648,48.1715401096014,48.015249636659,..
Labor force, female (% of total labor force),SL.TLF.TOTL.FE.ZS,Ethiopia,ETH,44.8497391413433,45.0956469481529,45.3276971929841,45.5422543629089,45.748505185311,45.9595164305588,45.9795927446234,45.9981957143694,46.0151011613066,46.0265692162072,46.0212889959063,46.0043679922021,45.988690562698,45.9662905728187,46.0648163010189,46.1653214472625,46.2645108954677,46.3753445590566,46.4796544786707,46.5867334573714,..
Labor force, female (% of total labor force),SL.TLF.TOTL.FE.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Labor force, female (% of total labor force),SL.TLF.TOTL.FE.ZS,Fiji,FJI,31.7251166960543,31.4201901218588,31.1067355917854,30.801599589654,30.508966887169,30.2334021227322,31.1060915621648,31.9627783046035,32.8188159895291,33.6628187154999,34.5142509836538,35.3658727753451,35.0576117040209,34.791192720182,34.5489846831249,33.6898873393553,32.8350210295648,32.895903677822,32.9208705959609,32.9170060888895,..
Labor force, female (% of total labor force),SL.TLF.TOTL.FE.ZS,Finland,FIN,47.577411394221,47.6818904351813,47.8557022253582,47.7627276830803,47.9207758525951,48.1121201570078,48.1374460224583,48.2048590928484,47.9836405029957,48.4522743218417,48.0565657229217,47.8545757363254,48.0626212795411,48.1443949225647,48.2683343206099,48.2888386747575,48.0448090927349,47.9645496378522,48.0147813515785,47.9994979919679,..
Labor force, female (% of total labor force),SL.TLF.TOTL.FE.ZS,France,FRA,45.6104720447074,45.6208815670115,45.6653861376767,46.3101635052082,46.2760536123916,46.5947151458962,46.7427303478967,46.9837812606724,47.0778905938489,47.2050404285611,47.2517439607199,47.3507635474563,47.3755012855931,47.5527057734144,47.694843502667,47.716799446398,47.8361330620576,47.7976945398461,47.9322524077516,48.0857528136347,..
Labor force, female (% of total labor force),SL.TLF.TOTL.FE.ZS,French Polynesia,PYF,39.7104660916029,39.9303616928403,40.1368595896202,40.3810844597234,40.6189648049041,40.8364514753943,41.0186941208345,41.1749494352448,41.4476860159032,41.723349888433,42.0451004656049,42.4342800761153,42.8502900004361,42.9792355783385,43.0895079819329,43.1903835894612,43.3036898821395,43.372053296891,43.4048110904342,43.404316988338,..
Labor force, female (% of total labor force),SL.TLF.TOTL.FE.ZS,Gabon,GAB,39.5261988156438,39.6546221360994,39.7600035317944,39.9141470398893,40.0154722917043,40.1016036264985,40.1442898198166,40.2345933562428,40.1717962063129,40.1261450668269,40.1221497398995,40.2251395701639,40.3050357937208,40.3769224391659,40.405512789085,40.4291947963822,40.2600551999673,40.11964192483,40.0070303872121,39.9527972609115,..
"Labor force, female (% of total labor force),SL.TLF.TOTL.FE.ZS,""Gambia, The"",GMB,41.0224224499622,41.2903962435597,41.5495582551077,41.8023877425364,42.0360342578608,42.2696667342606,42.4751431605939,42.6643149406724,42.8551183246034,43.0410896806295,43.2171869987776,43.3705026570259,43.5297599505766,43.6193298360184,43.6862415524072,43.7861075165047,43.8101033831261,43.8639001920122,43.9400335595416,44.0467647641314,.."
